filename,label
0_000.csv,0
0_001.csv,0
0_002.csv,0
0_003.csv,0
0_004.csv,0
0_005.csv,0
0_006.csv,0
0_007.csv,0
0_008.csv,0
0_009.csv,0
0_010.csv,0
0_011.csv,0
0_012.csv,0
0_013.csv,0
0_014.csv,0
0_015.csv,0
0_016.csv,0
0_017.csv,0
0_018.csv,0
0_019.csv,0
1_000.csv,1
1_001.csv,1
1_002.csv,1
1_003.csv,1
1_004.csv,1
1_005.csv,1
1_006.csv,1
1_007.csv,1
1_008.csv,1
1_009.csv,1
1_010.csv,1
1_011.csv,1
1_012.csv,1
1_013.csv,1
1_014.csv,1
1_015.csv,1
1_016.csv,1
1_017.csv,1
1_018.csv,1
1_019.csv,1
2_000.csv,2
2_001.csv,2
2_002.csv,2
2_003.csv,2
2_004.csv,2
2_005.csv,2
2_006.csv,2
2_007.csv,2
2_008.csv,2
2_009.csv,2
2_010.csv,2
2_011.csv,2
2_012.csv,2
2_013.csv,2
2_014.csv,2
2_015.csv,2
2_016.csv,2
2_017.csv,2
2_018.csv,2
2_019.csv,2
3_000.csv,3
3_001.csv,3
3_002.csv,3
3_003.csv,3
3_004.csv,3
3_005.csv,3
3_006.csv,3
3_007.csv,3
3_008.csv,3
3_009.csv,3
3_010.csv,3
3_011.csv,3
3_012.csv,3
3_013.csv,3
3_014.csv,3
3_015.csv,3
3_016.csv,3
3_017.csv,3
3_018.csv,3
3_019.csv,3
4_000.csv,4
4_001.csv,4
4_002.csv,4
4_003.csv,4
4_004.csv,4
4_005.csv,4
4_006.csv,4
4_007.csv,4
4_008.csv,4
4_009.csv,4
4_010.csv,4
4_011.csv,4
4_012.csv,4
4_013.csv,4
4_014.csv,4
4_015.csv,4
4_016.csv,4
4_017.csv,4
4_018.csv,4
4_019.csv,4
5_000.csv,5
5_001.csv,5
5_002.csv,5
5_003.csv,5
5_004.csv,5
5_005.csv,5
5_006.csv,5
5_007.csv,5
5_008.csv,5
5_009.csv,5
5_010.csv,5
5_011.csv,5
5_012.csv,5
5_013.csv,5
5_014.csv,5
5_015.csv,5
5_016.csv,5
5_017.csv,5
5_018.csv,5
5_019.csv,5
6_000.csv,6
6_001.csv,6
6_002.csv,6
6_003.csv,6
6_004.csv,6
6_005.csv,6
6_006.csv,6
6_007.csv,6
6_008.csv,6
6_009.csv,6
6_010.csv,6
6_011.csv,6
6_012.csv,6
6_013.csv,6
6_014.csv,6
6_015.csv,6
6_016.csv,6
6_017.csv,6
6_018.csv,6
6_019.csv,6
7_000.csv,7
7_001.csv,7
7_002.csv,7
7_003.csv,7
7_004.csv,7
7_005.csv,7
7_006.csv,7
7_007.csv,7
7_008.csv,7
7_009.csv,7
7_010.csv,7
7_011.csv,7
7_012.csv,7
7_013.csv,7
7_014.csv,7
7_015.csv,7
7_016.csv,7
7_017.csv,7
7_018.csv,7
7_019.csv,7
8_000.csv,8
8_001.csv,8
8_002.csv,8
8_003.csv,8
8_004.csv,8
8_005.csv,8
8_006.csv,8
8_007.csv,8
8_008.csv,8
8_009.csv,8
8_010.csv,8
8_011.csv,8
8_012.csv,8
8_013.csv,8
8_014.csv,8
8_015.csv,8
8_016.csv,8
8_017.csv,8
8_018.csv,8
8_019.csv,8
9_000.csv,9
9_001.csv,9
9_002.csv,9
9_003.csv,9
9_004.csv,9
9_005.csv,9
9_006.csv,9
9_007.csv,9
9_008.csv,9
9_009.csv,9
9_010.csv,9
9_011.csv,9
9_012.csv,9
9_013.csv,9
9_014.csv,9
9_015.csv,9
9_016.csv,9
9_017.csv,9
9_018.csv,9
9_019.csv,9
